ID,Movie Name,Type,Genres,Release Year,Age Range,Runtime,Kinosan Rating,Найруулагч,Зохиолч,Жүжигчид,Продакшн,runtime_minutes,Runtime_filled
297,Зүүдэнд ч оромгүй явдал,Кино,,2013,ЭЭХ,1ц 30м,5,Н.Наранбаатар,Ж.Оргил,"Г.Мягмарнаран, Ц.Төмөрхуяг, Б.Эрдэнэцэцэг, Б.Энхтүвшин, Г.Золзаяа, Ж.Пүрэвдорж, Б.Навчаа, Б.Баатархүү, Г.Эрхэмбаяр, Жүжигчид Н.Наранбаатар Г.Мягмарнаран Ц.Төмөрхуяг Б.Эрдэнэцэцэг Ж.Оргил Б.Энхтүвшин Г.Золзаяа Ж.Пүрэвдорж Б.Навчаа Б.Баатархүү Г.Эрхэмбаяр",[],90,1ц 30м
298,Дүүлэн нис,Кино,,2013,ЭЭХ,1ц 40м,6.9,Ш.Доржсүрэн,Ш.Доржсүрэн,"K.Tae, P.In, А.Мөнгөнзул, Хаанаас үзэх вэ? Жүжигчид K.Tae P.In Б.Эрдэнэбат Ш.Доржсүрэн А.Мөнгөнзул",[],100,1ц 40м
299,Микроны Boss,Кино,,2013,ЭЭХ,1ц 20м,6.5,Л.Лхагважаргал,Д.Мөнхбат,"Д.Баттөмөр, Х.Ихбаяр, С.Батзориг, Т.Мөнх-Эрдэнэ, О.Долгор, Хаанаас үзэх вэ? Жүжигчид Л.Лхагважаргал Д.Баттөмөр Х.Ихбаяр Д.Мөнхбат Т.Мөнх-Эрдэнэ С.Батзориг О.Долгор",[],80,1ц 20м
300,Сарны гөлөг,Кино,,2013,Б,1ц 29м,6.3,Ш.Даваадорж,,Ш.Даваадорж Ё.Алтангэрэл Ш.Алтанцэцэг Ц.Цэнд-Аюуш Б.Баатархүү Б.Отгонтуяа Н.Отгонтогос Д.Бямбацогт Д.Цовоо Л.Дэмидбаатар О.Оюун,Заяа'Ш студи,89,1ц 29м
301,Тагнуулч аав,Кино,,2013,13+,1ц 37м,4.5,,,Д.Хүрэлхүү Х.Намуун Э.Мөнхтөр,Гөү адвенчер студи,97,1ц 37м
302,Facebook од,Кино,,2013,16+,1ц 30м,6.5,Д.Лхагва,,Д.Лхагва Г.Анхбаяр О.Гүнчин-Иш Н.Мөнхсоёл Б.Ариуннаран С.Зоригтбаатар,Л Ви Эй интертайнмент,90,1ц 30м
303,Голланд сарнай,Кино,,2013,ЭЭХ,1ц 32м,6.6,С.Баттулга,С.Баттулга,С.Баттулга Ц.Алтанцэцэг Б.Жаргалсайхан Ж.Оюундарь Б.Мишээл Ё.Алтангэрэл Г.Золбоот У.Батбаатар,ХЕРУБ интертайнмент,92,1ц 32м
304,Хөлтрөг,Кино,,2013,16+,1ц 31м,4.2,,,О.Долгор Н.Ялалт Р.Баттогтох Б.Эрдэнэбат,Лоожикфильм (Logicfilm),91,1ц 31м
305,Цавчуур.ком,Кино,,2009,16+,1ц 35м,5.7,Д.Амараа,,Д.Амараа Д.Баяртогтох Х.Тунгалагтамир Ц.Сод-Од О.Баясах,Си Эй Си пикчерс,95,1ц 35м
306,Сансрын ахан дүүс,Кино,,2011,Б,,6.7,N.телевиз,,"N.телевиз,",[],87.17165669,1ц 27м
307,Шарга даага,Кино,,2013,Б,1ц 30м,7.4,Ч.Хоролдорж,,Ч.Хоролдорж Б.Наранхүү С.Дамдин Ц.Цэрэнболд,Ай сити фильмс Хаанаас үзэх вэ?,90,1ц 30м
308,Гарал угсаа,Кино,,2012,16+,1ц 52м,6.7,Т.Билэгжаргал,Т.Билэгжаргал,Т.Билэгжаргал П.Баттөр Ц.Алдармаа О.Базаррагчаа М.Цэрэндолгор,Блек зебра,112,1ц 52м
314,Амжих уу хайраа,Кино,,2013,13+,,6.3,Б.Ганхөлөг,Б.Ганхөлөг,Б.Ганхөлөг Ш.Мөнхбаяр Б.Бадамрагчаа Г.Шижир А.Аззаяа Б.Мөнгөнцэцэг Н.Эрдэнэчимэг Б.Сүйхцагаан Д.Бямбацогт Н.Нэргүйбаатар,Ебенезер продакшн,87.17165669,1ц 27м
482,Хүний хүүхэд,Кино,,2011,16+,,6.9,Б.Амарсанаа,Б.Амарсанаа Д.Мягмарсүрэн,Б.Амарсанаа Б.Дашдондог Б.Магсаржав Д.Мягмарсүрэн Т.Ариунбулаг Б.Сүхболд Д.Сүхээ,С Ти студи,87.17165669,1ц 27м
541,Шинэ үсгийн багш,Кино,,1998,Б,,6.9,Б.Бадрууган,Б.Жамбалдорж,"Б.Гарьд, С.Сэлэнгэ, Д.Лхамхүү, Д.Цэцэгмаа, Д.Хүрэлхүү, Б.Болормаа, Б.Тунгалаг, Д.Баатархүү, Б.Жамбалдорж, Я.Одгийв, Жүжигчид Б.Жамбалдорж Б.Бадрууган Б.Гарьд С.Сэлэнгэ Д.Цэцэгмаа Д.Хүрэлхүү Д.Лхамхүү Б.Болормаа Б.Тунгалаг Д.Баатархүү Я.Одгийв",[],87.17165669,1ц 27м
562,Тайна Чингис Хаана,Кино,Дайнт,2009,16+,,6.5,,,"Э.Ондар, Н.Оргил, .Tagawa, М.Түвшинхүү, Т.undefined, Жүжигчид болон багийнхан",[],87.17165669,1ц 27м
839,Khadak,Кино,,2006,Ангилал хийгдээгүй,,6.8,,,"Б.Цэцэг, Б.Дамчаа, Д.Цэрэндарьзав, Жүжигчид Б.Цэцэг Б.Дамчаа Д.Цэрэндарьзав",[],87.17165669,1ц 27м
881,Ганцхан оноо,Кино,Спортын,2013,Ангилал хийгдээгүй,1ц 43м,6.1,Д.Тэмүүлэн,,Жүжигчид Д.Тэмүүлэн О.Гэрэлсүх,[],103,1ц 43м
884,Хан хүү нь аль нь вэ,Кино,Лоолойгийн найзууд том болжээ.,2014,Б,1ц 28м,7.1,,,,[],88,1ц 28м
888,Ядуугийн зовлон,Кино,,2000,16+,,7.1,Г.Энхтөр,Ц.Хүсэлбаатар,Ц.Хүсэлбаатар Г.Энхтөр Д.Хүрэлхүү П.Эрдэнэзаан А.Адилцэцэг С.Болормаа С.Сэлэнгэ Х.Нарантуяа Ж.Мөнхсайхан Б.Баатар,Хас студи,87.17165669,1ц 27м
889,Анирлагч,Кино,,2014,13+,1ц 28м,6.8,Д.Энхбаатар,Д.Энхбаатар,Д.Энхбаатар Р.Адъяа Ц.Баясгалан П.Шүүдэрцэцэг Б.Эрдэнэбат Б.Бадамцэцэг Э.Ууганбаяр Д.Сангибат Д.Гүрсэд Х.Батбаяр Б.Баярсанаа,Амар медиа,88,1ц 28м
890,Сайн Муу Хэрцгий 2: Эргэж ирсэн нь,Кино,,2013,13+,1ц 12м,4.9,А.Миеэгомбо,А.Миеэгомбо,Д.Төвшинтөр Б.Даулетжан А.Миеэгомбо,Миеэгомбо кино компани,72,1ц 12м
891,Анхаар! Дотор чимээгүй,Кино,,2014,ЭЭХ,1ц 40м,6.5,Н.Отгонбаяр,,Н.Отгонбаяр Ж.Оюундарь Ж.Бэгзсүрэн М.Батзориг,АНТ интертайнмент,100,1ц 40м
892,Кино шиг амьдрал,Кино,,2013,ЭЭХ,1ц 30м,6.4,Ш.Доржсүрэн,Ш.Доржсүрэн,"Р.Батхишиг, Э.Уянга, Э.Чинзориг, Д.Төгсбаяр, Ш.Доржсүрэн, А.Мөнгөнзул, Ц.Амарбаясгалан, Г.Дарханбаяр, Жүжигчид Ш.Доржсүрэн Р.Батхишиг Э.Чинзориг Э.Уянга Д.Төгсбаяр А.Мөнгөнзул Ц.Амарбаясгалан Г.Дарханбаяр",[],90,1ц 30м
893,Аз жаргалын шок,Кино,,2014,13+,1ц 30м,7.3,Б.Тамир,Б.Тамир,"М.Баярбат, Б.Одончимэг, Б.Навчаа, Б.Отгонбат, Г.Золбоот, Л.Баттулга, Ж.Оюундарь, Э.Алдар, Б.Барслхагва, Б.Батсайхан, Ш.Жавхлан, М.Бадамцэцэг, Г.Жанчив, Э.Одбаяр,",Ф студи,90,1ц 30м
895,Хязгааргүй,Кино,,2014,13+,1ц 40м,5.8,И.Нямгаваа,С.Баярсайхан,"Н.Цэнд-Аюуш, У.Пүрэвжав, М.Дорждэрэм, Ц.Цэрэнболд, Д.Бямбацогт, Б.Шинэбаяр, Ж.Дөлбадрах, Э.Ууганбаяр, Б.Баярсайхан, Ж.Саранбат, Т.Пүрэвжаргал, Д.Баярням, С.Мөнхсаруул, Д.Ононгоо, Б.Гарамханд,",Гэрэлт медиа групп,100,1ц 40м
896,Улаан пальто,Кино,,2014,ЭЭХ,1ц 46м,6.3,Э.Чинзориг,Н.Шүүдэрцэцэг,Э.Чинзориг Н.Шүүдэрцэцэг Ч.Энхномуун Д.Бат-Оргил О.Долгор Т.Өөдөө О.Байгал,Шүүдэр продакшн,106,1ц 46м
897,Дурлалын магистр,Кино,,2014,Б,1ц 14м,6.3,Б.Батзориг,,Б.Батзориг Н.Баярсайхан С.Батзориг Б.Хишигбаяр Ж.Мөнхсайхан Р.Алтансүх Б.Даваажав,МАСС продакшн Хаанаас үзэх вэ?,74,1ц 14м
898,Тэртээх ертөнцийн хөгжимчин,Кино,,2014,13+,1ц 35м,6.7,Ц.Чинбат,,Ц.Чинбат Л.Гантулга Ч.Ундрал Б.Батмаа Б.Энхжаргал,Блек мейжик,95,1ц 35м
899,Луйвар,Кино,,2014,16+,1ц 26м,6.3,Б.Цогтбаяр,,Б.Цогтбаяр С.Ариунбямба Ч.Ундрал Г.Баярхүү,Дээд гэгээн пикчерс,86,1ц 26м
900,Үхэл амьдралын заагт,Кино,,2013,13+,1ц 40м,6.3,Н.Нэргүйбаатар,,Н.Нэргүйбаатар Ц.Батзандан Д.Гүрсэд Д.Үнэнбаяр,Оргил Кино студи,100,1ц 40м
901,Миний супер монита,Кино,,2010,Б,1ц 14м,6.8,Б.Амарцогт,,Б.Амарцогт Н.Наранзаяа Т.Билэгт,Орчлон фильм,74,1ц 14м
902,Үргээлэг,Кино,,2014,13+,1ц 37м,6.8,Ж.Сэнгэдорж,,Ж.Сэнгэдорж Б.Амарсайхан Г.Эрдэнэбилэг Ж.Баясгалан С.Болд-Эрдэнэ Б.Навчаа Б.Отгонбат Ц.Цэрэнболд С.Ариунбямба,Прайм пикчерс Кино драмын А групп,97,1ц 37м
903,Хүүгүй ломбард,Кино,,2014,16+,1ц 25м,6.1,Д.Отгонбаяр,Ж.Оргил,Г.Сэр-Од Г.Анхбаяр Э.Алдар Н.Мөнхсоёл Д.Отгонбаяр Ж.Оргил Г.Мягмарнаран Б.Магсаржав Ш.Буянгэрэл Ш.Алтанцэцэг Б.Баатархүү Б.Болдбаатар С.Баттулга Д.Энхбаяр Ц.Ганзориг Б.Даваажав Р.Адъяа Г.Алтаншагай Г.Чулуунцэцэг,Оюунлаг продакшн,85,1ц 25м
904,Улаан дөрвөлжин,Кино,,2014,16+,2ц 10м,7.1,Б.Ганболд,,Б.Ганболд Б.Батрэгзэдмаа Н.Ялалт А.Баттүшиг,Хамба фильм Хаанаас үзэх вэ?,130,2ц 10м
905,Секс эрх чөлөө,Кино,,2011,16+,1ц 28м,5.3,Ж.Жамъянсүрэн,,Ж.Жамъянсүрэн А.Баттүшиг Р.Анхням Б.Хулан,Лоожикфильм (Logicfilm),88,1ц 28м
906,Зүүдний үргэлжлэл,Кино,,2009,ЭЭХ,1ц 20м,6.8,Ч.Батбаяр,Ш.Гүрбазар,Ч.Батбаяр Ё.Алтанзул О.Золбоо С.Мөнхцацрал Ө.Мөнгөнтулга О.Бат-Өлзий Ш.Гүрбазар Ж.Жамъянсүрэн Д.Ганцэцэг Ч.Алтан-Өлзий,Лоожикфильм (Logicfilm) Мазаалай фильм,80,1ц 20м
907,Эзэнгүй бөгж,Кино,,2012,13+,1ц 12м,6.3,Ч.Батбаяр,,Ч.Батбаяр О.Долгор Д.Лхагва Д.Ганбаатар О.Дөлгөөн Халиунаа,Лоожикфильм (Logicfilm),72,1ц 12м
908,Богд хаан,Кино,,2011,13+,1ц 52м,6.9,Б.Цогтбаяр,Д.Батбаяр,Б.Цогтбаяр Ч.Болд Б.Батсумъяа Д.Батбаяр О.Цэгмэд С.Дамдин Ц.Цэрэнболд Б.Отгонбат Ж.Пүрэвдорж Л.Дэмидбаатар Н.Ялалт,Дээд гэгээн пикчерс Хаанаас үзэх вэ?,112,1ц 52м
909,Хубилай хааны зарлиг,Кино,,2007,Б,1ц 39м,6.7,Б.Цогтбаяр,,Б.Цогтбаяр Д.Энхбаяр Б.Дамчаа С.Түвшинжаргал,Зохиомж кино компани,99,1ц 39м
910,Их говийн жонон хамлет,Кино,,2003,Б,1ц 20м,6.3,Д.Чинбат,,Д.Чинбат Б.undefined Х.Үнэнхүү Ч.Хүрэл А.Очирбат,Зохиомж кино компани,80,1ц 20м
911,Уучил,Кино,,2006,16+,1ц 20м,6.3,Б.Цогтбаяр,,Б.Цогтбаяр А.undefined,Зохиомж кино компани,80,1ц 20м
912,Хайрлаагүй амь,Кино,,2010,16+,1ц 30м,6.9,Г.Энхтөр,,Г.Энхтөр С.Болд-Эрдэнэ С.Баясгалан Ц.Төмөрбаатар Г.Эрдэнэбилэг,Score,90,1ц 30м
913,Зүрхээр наадагч,Кино,биелүүлнэ.,2014,13+,1ц 44м,8.1,У.Уранчимэг,А.Ганчимэг,У.Уранчимэг О.Цэгмэд А.Цэнгүүн Г.Мягмарнаран Б.Пүрэвдорж А.Ганчимэг Д.Ганцэцэг О.Мөнхдалай Б.Ганхүү,Хувьсал продакшн,104,1ц 44м
914,Ээжээ надтай гэрлээч,Кино,,2014,ЭЭХ,1ц 35м,7.3,Л.Лхагважаргал,Д.Мөнхбат,"Б.Анхбаяр, Ч.Ундрал, Г.Ган-Очир, Д.Баттөмөр, Б.Хулан, Жүжигчид Б.Анхбаяр Л.Лхагважаргал Д.Мөнхбат Ч.Ундрал Г.Ган-Очир Д.Баттөмөр Б.Хулан",[],95,1ц 35м
915,Эцсийн зогсоол Э цэг,Кино,,2014,ЭЭХ,1ц 45м,6.6,Б.Ариунболд,Б.Ариунболд,Б.Ариунболд О.Баярсайхан Ц.Гоодарь Т.Энэрэл Б.Ариунцэцэг Д.Батбаяр Б.Нямхүү М.Саранцэцэг Д.Отгонтөгс,Юу Би бета интертайнмент Эрхэс студи,105,1ц 45м
916,Миний хайр,Кино,,2014,13+,1ц 30м,7.1,Ц.Золжаргал,Ц.Золжаргал А.Миеэгомбо,Ц.Золжаргал А.Миеэгомбо Э.Мөнхтөр Ш.Жавхлан Б.Баярмаа Ж.Мөнхзул Б.Билэгдэмбэрэл Э.Ууганбаяр П.Баярцэнгэл Г.Золзаяа М.Дорждагва А.Энхбаяр Ш.Алтантуяа Р.Адъяа,Бондоолой фильм,90,1ц 30м
918,Сүүлчийн шөнө,Кино,,2014,13+,1ц 15м,6.9,Н.Наранбаатар,Ш.Гүрбазар,Н.Наранбаатар Ш.Гүрбазар Ц.Төмөрбаатар О.Оюун Н.Батцэцэг Ц.Төмөрхуяг О.Гэрэлсүх С.Болд-Эрдэнэ Н.Баярмаа М.Тогтохжаргал Ж.Мөнгөнсүх Т.Билигжаргал О.Дөлгөөн,Парамайнд арт Тэнгри концепт,75,1ц 15м
920,Эх орон дуудаж байна,Кино,Дайнт,2014,13+,1ц 20м,6.6,Д.Ангараг,В.,Д.Ангараг Э.Ууганбаяр С.Дамдин В. Т.Баттулга Э.Чамин-Эрдэнэ Г.Дөлгөөн-Аюуш Д.Мөнх-Од Б.Батсүх Б.Батмэнд Ө.Энхболд Ж.Буяннэмэх,А-Артист продакшн Од театр Хаанаас үзэх вэ?,80,1ц 20м
921,Шинэ жилийн адал явдал,Кино,,2013,ЭЭХ,1ц 20м,6.2,Г.Бадамрагчаа,Г.Бадамрагчаа,"E.хамтлаг, Г.Эрхэмбаяр, Д.Баттөмөр, Г.Алтаншагай, П.Баярцэнгэл,",[],80,1ц 20м
924,Ховч,Кино,,2009,16+,1ц 24м,6.3,С.Тимур,,"Ч.Саруултамир, Б.Мэндсайхан, Д.Шинэцэцэг, Жүжигчид С.Тимур Ч.Саруултамир Б.Мэндсайхан Д.Шинэцэцэг",[],84,1ц 24м
925,Мартагдашгүй намар,Кино,,2012,ЭЭХ,1ц 34м,7,Д.Отгонзаяа,,Д.Отгонзаяа Б.Тамир Э.Урангоо Л.Цокто Ч.Очгэрэл Э.Эрдэнэбаяр,Ю Би Эс телевиз,94,1ц 34м
927,Өнөөдөр,Кино,,2014,16+,1ц 30м,6.8,Б.Тулгаа,,Д.Мөнх-Од Э.Мөнхтөр Д.Хосбаяр Б.Баяржавхлан Т.Оюун-Эрдэнэ Б.Тулгаа,Грийн креатив арт,90,1ц 30м
929,Хүсэл мөрөөдлийн зүгт,Кино,,2014,Б,1ц 14м,6.7,Ж.Батбаяр,,"Б.Эрдэнэчимэг, С.Сүхбаатар, Б.undefined,",Голден стейж интертайнмент,74,1ц 14м
930,Бөмбөг,Кино,,2014,Б,1ц 11м,7,Л.Лхагвадорж,Б.Тэгшсүрэн Л.Лхагвадорж Б.Тэгшсүрэн,Л.Лхагвадорж Б.Тэгшсүрэн Э.Бямбадорж Н.Тэлмүүнтамир Ц.Өлзий Е.Төгөлдөр,Лимон студи Гал пикчерс студи,71,1ц 11м
931,Цэн тогоруу,Кино,,2014,13+,1ц 38м,6.8,М.Ивээл,,М.Ивээл М.Болд Д.Мэндбаяр Б.Магсаржав,Жинжиймаа кино баг,98,1ц 38м
944,Хүрэлдэй: Их хааны элч,Кино,,2009,13+,1ц 32м,6.3,Б.Амарсанаа,Ц.Хүсэлбаатар Б.Амарсанаа,Б.Амарсанаа О.Отгонбат Э.Дэлгэрцэцэг Ц.Оюунгэрэл Б.Батхүслэн Л.Чаминчулуун Ц.Хүсэлбаатар Г.Золбоот Б.Сүхболд Г.Равдан О.Бат-Өлзий Д.Баттөмөр,С Ти студи,92,1ц 32м
946,Чи итгэхгүй л дээ,Кино,,2009,13+,1ц 32м,1,У.Батбаатар,,У.Батбаатар Б.Эрдэнэхүү,Khaangarid Pictures,92,1ц 32м
947,Тютю,Кино,,2015,13+,1ц 35м,6.5,Г.Ундармаа,,М.Цэрэндолгор О.Гэрэлсүх Г.Золбоот Г.Ундармаа Л.Гантулга Б.Жаргалсайхан Э.Ууганцэцэг Ц.Батхуяг Д.Бямбацогт С.Дамдин Э.Номин-Эрдэнэ,U film Прайм пикчерс,95,1ц 35м
948,Омарын эрэлд,Кино,,2014,13+,2ц 0м,6.4,Ж.Сэнгэдорж,Д.Энхбаяр,Ж.Сэнгэдорж Д.Энхбаяр Б.Баатархүү Ц.Төмөрбаатар Р.Адъяа Э.Мөнхтөр Б.Отгонбат Э.Цолмонбаяр Д.Дэлгэрсайхан Б.Навчаа А.Өнөржаргал Н.Цэнд-Аюуш,Коктайл фильмс,120,2ц 0м
1035,Би хулчгар,Кино,,2014,16+,1ц 20м,6.4,Б.Мөнх-Амьдрал,Б.Мөнх-Амьдрал,Б.Мөнх-Амьдрал Б.Мөнхтулга захирал М.Энхзул М.Батзориг О.Отгонбат,A&O продакшн,80,1ц 20м
1084,650,Кино,,2009,13+,1ц 50м,6.2,М.Энхдалай,М.Энхдалай,М.Энхдалай М.Батзориг Н.Болдцэцэг Л.Жижжалам Б.Чинбат,Шинэ ертөнц продакшн,110,1ц 50м
