actor_name,actor_id,birth_date,profession
Олег Басилашвили,1934,9/26/1951 0:00,Жүжигчин
Леонид Гайдай,1935,11/14/1995 0:00,Найруулагч
Юрий Никулин,1936,10/8/1980 0:00,Жүжигчин
Андрей Миронов,1937,11/6/1951 0:00,Жүжигчин
Анатолий Папанов,1938,12/12/1982 0:00,Жүжигчин
Нина Гребешкова,1939,4/18/1967 0:00,Жүжигчин
Эллисон Уитбек,1940,1/22/1944 0:00,Жүжигчин
Мария Шукшина,1941,9/9/1969 0:00,Жүжигчин
Армен Джигарханян,1942,3/23/1952 0:00,Жүжигчин
Александр Демьяненко,1943,3/9/1956 0:00,Жүжигчин
Наталья Селезнёва,1944,1/6/1998 0:00,Жүжигчин
Алексей Смирнов,1945,11/16/1986 0:00,Жүжигчин
Евгений Моргунов,1946,11/6/1948 0:00,Жүжигчин
Эльдар Рязанов,1947,3/10/1996 0:00,Найруулагч
Лариса Голубкина,1948,11/26/1977 0:00,Жүжигчин
Юрий Яковлев,1949,9/21/1997 0:00,Жүжигчин
Игорь Ильинский,1950,4/22/1989 0:00,Жүжигчин
Николай Крючков,1951,5/25/1962 0:00,Жүжигчин
Александр Серый,1952,4/21/1975 0:00,Найруулагч
Евгений Леонов,1953,1/14/1975 0:00,Жүжигчин
Георгий Вицин,1954,7/8/1987 0:00,Жүжигчин
Раднэр Муратов,1955,5/24/1956 0:00,Жүжигчин
Савелий Крамаров,1956,12/25/1961 0:00,Жүжигчин
Леонид Куравлёв,1957,2/27/1956 0:00,Жүжигчин
Наталья Крачковская,1958,7/19/1959 0:00,Жүжигчин
Наталья Варлей,1959,8/23/1950 0:00,Жүжигчин
Алла Сурикова,1960,5/31/1942 0:00,Найруулагч
Александра Яковлева,1961,1/16/2002 0:00,Жүжигчин
Михаил Боярский,1962,11/26/1944 0:00,Жүжигчин
Александр Птушко,1963,8/10/1998 0:00,Найруулагч
Владимир Андреев,1964,3/15/1940 0:00,Жүжигчин
Олег Видов,1965,4/22/1991 0:00,Жүжигчин
Сергей Бондарчук,1966,9/3/1961 0:00,Найруулагч
Василий Шукшин,1967,3/2/1974 0:00,Жүжигчин
Вячеслав Тихонов,1968,8/17/1958 0:00,Жүжигчин
Георгий Бурков,1969,5/19/1972 0:00,Жүжигчин
Федор Дунаевский,1970,10/20/1969 0:00,Жүжигчин
Анастасия Немоляева,1971,12/18/1974 0:00,Жүжигчин
Георгий Данелия,1972,12/15/1965 0:00,Найруулагч
Евгения Симонова,1973,6/1/1975 0:00,Жүжигчин
Ролан Быков,1974,6/25/1994 0:00,Найруулагч
Кристина Орбакайте,1975,9/6/1968 0:00,Жүжигчин
Елена Санаева,1976,11/7/1963 0:00,Жүжигчин
Леонид Квинихидзе,1977,9/11/1948 0:00,Найруулагч
Наталья Андрейченко,1978,9/28/1963 0:00,Жүжигчин
Филипп Рукавишников,1979,4/17/1948 0:00,Жүжигчин
Анна Плисецкая,1980,1/17/1952 0:00,Жүжигчин
Лембит Ульфсак,1981,11/6/2002 0:00,Жүжигчин
Барбара Брыльска,1982,11/25/1945 0:00,Жүжигчин
Людмила Гурченко,1983,10/25/1971 0:00,Жүжигчин
Андрей Малюков,1984,1/24/1995 0:00,Найруулагч
Борис Галкин,1985,11/29/2002 0:00,Жүжигчин
Михай Волонтир,1986,9/6/1949 0:00,Жүжигчин
Анатолий Кузнецов,1987,10/18/1950 0:00,Жүжигчин
Сергей Волкош,1988,8/4/1964 0:00,Жүжигчин
Геральд Бежанов,1989,8/4/1976 0:00,Найруулагч
Татьяна Васильева,1990,5/8/2003 0:00,Жүжигчин
Александр Абдулов,1991,9/16/1953 0:00,Жүжигчин
Нинетто Даволи,1992,11/7/1950 0:00,Жүжигчин
Антония Сантилли,1993,9/16/1956 0:00,Жүжигчин
Алигьеро Носкезе,1994,9/15/1997 0:00,Жүжигчин
Борис Андреев,1995,12/25/1941 0:00,Жүжигчин
Шукур Бурханов,1996,2/1/1965 0:00,Жүжигчин
Андрей Абрикосов,1997,11/7/1947 0:00,Жүжигчин
Георгий Натансон,1998,5/14/1950 0:00,Найруулагч
Марина Зудина,1999,7/6/2000 0:00,Жүжигчин
Николай Стоцкий,2000,2/10/1940 0:00,Жүжигчин
Татьяна Доронина,2001,3/22/1961 0:00,Жүжигчин
Юрий Озеров,2002,6/2/2000 0:00,Найруулагч
Яков Трипольский,2003,2/20/1980 0:00,Жүжигчин
Михаил Ульянов,2004,9/25/1944 0:00,Жүжигчин
Александр Голобородько,2005,9/10/1970 0:00,Жүжигчин
Брун Фрейндлих,2006,1/31/2004 0:00,Жүжигчин
Светлана Дружинина,2007,6/6/1966 0:00,Найруулагч
Сергей Жигунов,2008,11/21/1974 0:00,Жүжигчин
Дмитрий Харатьян,2009,2/8/1975 0:00,Жүжигчин
Владимр Шевельков,2010,8/4/1983 0:00,Жүжигчин
Петр Тодоровский,2011,5/10/1952 0:00,Найруулагч
Елена Яковлева,2012,6/3/1995 0:00,Жүжигчин
Томас Лаустиола,2013,4/1/2005 0:00,Жүжигчин
Ирина Розанова,2014,5/29/1949 0:00,Жүжигчин
Эдмонд Кеосаян,2015,1/3/1994 0:00,Найруулагч
Михаил Метёлкин,2016,12/1/1993 0:00,Жүжигчин
Виктор Косых,2017,12/12/1988 0:00,Жүжигчин
Василий Васильев,2018,6/23/1964 0:00,Жүжигчин
Валентина Курдюкова,2019,12/9/1970 0:00,Жүжигчин
Александр Митта,2020,5/22/1995 0:00,Найруулагч
Комаки Курихара,2021,2/2/1950 0:00,Жүжигчин
Макото Сайто,2022,9/12/1994 0:00,Жүжигчин
Татьяна Голикова,2023,10/6/2000 0:00,Жүжигчин
Виктор Госых,2024,1/1/1985 0:00,Жүжигчин
Ефим Копелян,2025,7/13/1962 0:00,Жүжигчин
Владимр Трещалов,2026,11/26/1976 0:00,Жүжигчин
Борис Сичкин,2027,4/22/1943 0:00,Жүжигчин
Пауэрс Бут,2028,7/1/2001 0:00,Жүжигчин
Любомирас Лауцявичюс,2029,8/7/1962 0:00,Жүжигчин
Сергей Никоненко,2030,10/8/1943 0:00,Жүжигчин
Фернандо Альенде,2031,6/7/1992 0:00,Жүжигчин
Александр Алов,2032,5/26/1983 0:00,Найруулагч
Наталья Белохвостикова,2033,2/5/1981 0:00,Жүжигчин
Игорь Костолевский,2034,7/28/1943 0:00,Жүжигчин
Клод Жад,2035,7/22/1989 0:00,Жүжигчин
Shin-yeon Won,2036,1/23/1982 0:00,Найруулагч
Jae-yun Jo,2037,5/19/1992 0:00,Жүжигчин
Kwon Chil-In,2038,8/9/1994 0:00,Найруулагч
Uhm Jung-Hwa,2039,12/27/1953 0:00,Жүжигчин
Moon So-Ri,2040,11/25/1953 0:00,Жүжигчин
Park Hyun-Soo,2041,12/20/2000 0:00,Найруулагч
Kim Young-Ho,2042,1/18/1975 0:00,Жүжигчин
Kim Hye-Sun,2043,11/27/1968 0:00,Жүжигчин
Kim San-Ho,2044,12/15/1958 0:00,Жүжигчин
Rain Jung,2045,3/5/1982 0:00,Найруулагч
Im Chang-Jung,2046,10/5/1989 0:00,Жүжигчин
Kim Gyu-Ri,2047,2/25/1940 0:00,Жүжигчин
Kim Tae-Hoon,2048,6/22/1976 0:00,Жүжигчин
Yoo Jung-Hwan,2049,7/25/2005 0:00,Найруулагч
Cha Ye-Ryun,2050,7/10/1958 0:00,Жүжигчин
Jo Hyun-Jae,2051,7/16/1958 0:00,Жүжигчин
Ahn Cheol-Ho,2052,12/16/1997 0:00,Найруулагч
Hwang Woo Seul,2053,2/5/1944 0:00,Жүжигчин
Sa-Hee,2054,3/28/1966 0:00,Жүжигчин
Kim Jin-Woo,2055,3/31/1970 0:00,Жүжигчин
Kang Hyeong-cheol,2056,8/29/1992 0:00,Найруулагч
Cha Tae-hyun,2057,7/7/1948 0:00,Жүжигчин
Park Bo-young,2058,8/24/1968 0:00,Жүжигчин
И Согхүнь,2059,1/20/1950 0:00,Найруулагч
Ким Намгил,2060,12/26/1991 0:00,Жүжигчин
Сунь Еэжинь,2061,9/24/1981 0:00,Жүжигчин
In-chun Oh,2062,10/13/1972 0:00,Найруулагч
Hye-Lin Han,2063,12/7/1965 0:00,Жүжигчин
Haneul Kang,2064,2/9/1950 0:00,Жүжигчин
So-eun Kim,2065,11/4/2000 0:00,Жүжигчин
Seung-ryong Ryu,2066,9/30/1982 0:00,Жүжигчин
Dae-seung Kim,2067,1/23/1961 0:00,Найруулагч
Yeo-Jeong Jo,2068,4/27/1967 0:00,Жүжигчин
Dong-wook Kim,2069,12/6/1987 0:00,Жүжигчин
Min-jun Kim,2070,6/29/1987 0:00,Жүжигчин
DOH Chang-hoon,2071,6/7/1970 0:00,Найруулагч
LEE Min-ho,2072,12/29/1959 0:00,Жүжигчин
BAE Seul-ki,2073,7/23/1983 0:00,Жүжигчин
AHN Yong-jun,2074,6/12/1983 0:00,Жүжигчин
BAEK Bong-gi,2075,7/31/1979 0:00,Жүжигчин
Kyung-Taek Kwak,2076,10/22/1944 0:00,Найруулагч
Oh-seong Yu,2077,3/16/1971 0:00,Жүжигчин
Jin-mo Ju,2078,7/8/1980 0:00,Жүжигчин
Woo-bin Kim,2079,9/15/2002 0:00,Жүжигчин
Kim Suk-Yoon,2080,9/8/1974 0:00,Найруулагч
Kim Myung-Min,2081,8/14/1962 0:00,Жүжигчин
Lee Yeon-Hee,2082,9/6/1976 0:00,Жүжигчин
Oh Dal-Su,2083,9/12/1951 0:00,Жүжигчин
Arnold Schwarzenegger,2084,7/30/1947 0:00,Жүжигчин
50 Cent,2085,12/26/1945 0:00,Жүжигчин
Francis Lawrence,2086,10/2/1984 0:00,Найруулагч
Jennifer Lawrence,2087,2/1/2005 0:00,Жүжигчин
Dean Parisot,2088,11/2/1995 0:00,Найруулагч
David Twohy,2089,7/10/1978 0:00,Найруулагч
Karl Urban,2090,8/28/1942 0:00,Жүжигчин
Katee Sackhoff,2091,3/17/2005 0:00,Жүжигчин
Denis Villeneuve,2092,9/4/1969 0:00,Найруулагч
Peter Lepeniotis,2093,2/12/1959 0:00,Найруулагч
Stuart Beattie,2094,11/27/1998 0:00,Найруулагч
Aaron Eckhart,2095,4/6/1989 0:00,Жүжигчин
Miranda Otto,2096,6/23/1989 0:00,Жүжигчин
Kit Harington,2097,5/1/1958 0:00,Жүжигчин
Emily Browning,2098,6/17/2005 0:00,Жүжигчин
Neil Burger,2099,11/21/1969 0:00,Найруулагч
Theo James,2100,1/27/1975 0:00,Жүжигчин
Wally Pfister,2101,7/25/1989 0:00,Найруулагч
Rebecca Hall,2102,7/24/1983 0:00,Жүжигчин
Joe Cornish,2103,5/16/1951 0:00,Найруулагч
John Boyega,2104,12/18/1959 0:00,Жүжигчин
Jodie Whittaker,2105,11/3/1963 0:00,Жүжигчин
Alex Esmail,2106,7/16/2002 0:00,Жүжигчин
Claude Sautet,2107,2/27/1987 0:00,Найруулагч
Daniel Auteuil,2108,3/6/1964 0:00,Жүжигчин
Mike Leigh,2109,6/28/1988 0:00,Найруулагч
Lesley Manville,2110,9/28/1988 0:00,Жүжигчин
Isabelle Doval,2111,1/7/1966 0:00,Найруулагч
Jose Garcia,2112,8/10/1966 0:00,Жүжигчин
Audrey Fleurot,2113,1/9/1999 0:00,Жүжигчин
Lucien Jean-Baptiste,2114,1/29/1977 0:00,Жүжигчин
Richard Curtis,2115,11/13/1949 0:00,Найруулагч
Martine McCutcheon,2116,7/4/1987 0:00,Жүжигчин
Rachid Bouchareb,2117,11/29/1978 0:00,Найруулагч
Roschdy Zem,2118,8/3/1973 0:00,Жүжигчин
Sami Bouajila,2119,11/10/1987 0:00,Жүжигчин
David Moreau,2120,11/14/1999 0:00,Найруулагч
Olivia Bonamy,2121,10/22/1961 0:00,Жүжигчин
Michael Cohen,2122,9/4/1967 0:00,Жүжигчин
Jean-Pierre Ameris,2123,7/4/1952 0:00,Найруулагч
Benoit Poelvoorde,2124,9/15/1982 0:00,Жүжигчин
Isabelle Carre,2125,7/31/1966 0:00,Жүжигчин
Bertrand Tavernier,2126,8/6/1962 0:00,Найруулагч
Melanie Thierry,2127,12/21/1985 0:00,Жүжигчин
Lambert Wilson,2128,12/9/1966 0:00,Жүжигчин
Gaspard Ulliel,2129,8/25/1970 0:00,Жүжигчин
Jorge Dorado,2130,1/16/1969 0:00,Найруулагч
Mark Strong,2131,1/23/1957 0:00,Жүжигчин
Taissa Farmiga,2132,4/20/1948 0:00,Жүжигчин
Brian Cox,2133,8/7/1994 0:00,Жүжигчин
Damien O'Donnell,2134,1/20/1946 0:00,Найруулагч
Romola Garai,2135,6/10/1961 0:00,Жүжигчин
Steven Robertson,2136,1/21/1984 0:00,Жүжигчин
Nicholas Hoult,2137,8/31/1948 0:00,Жүжигчин
Toni Collette,2138,4/7/1983 0:00,Жүжигчин
Jerome Salle,2139,5/20/1988 0:00,Найруулагч
Yvan Attal,2140,10/2/1983 0:00,Жүжигчин
Sami Frey,2141,2/18/1960 0:00,Жүжигчин
Roman Polanski,2142,4/21/1941 0:00,Найруулагч
Thomas Kretschmann,2143,7/26/1998 0:00,Жүжигчин
Frank Finlay,2144,7/21/1961 0:00,Жүжигчин
Michel Gondry,2145,2/17/1993 0:00,Найруулагч
Romain Duris,2146,1/20/1953 0:00,Жүжигчин
Vincent Patar,2147,9/20/1950 0:00,Найруулагч
Forest Whitaker,2148,5/11/1991 0:00,Жүжигчин
Michael Winterbottom,2149,1/9/2002 0:00,Найруулагч
Steve Coogan,2150,10/20/1996 0:00,Жүжигчин
Matt Lucas,2151,8/1/1989 0:00,Жүжигчин
Charlotte Rampling,2152,4/12/1956 0:00,Жүжигчин
Charles Dance,2153,4/9/2000 0:00,Жүжигчин
Philippe Lioret,2154,1/29/1984 0:00,Найруулагч
Melanie Laurent,2155,5/13/1951 0:00,Найруулагч
Isabelle Renauld,2156,7/15/1948 0:00,Жүжигчин
Stefan Ruzowitzky,2157,7/1/1997 0:00,Найруулагч
Eric Bana,2158,2/28/1958 0:00,Жүжигчин
Charlie Hunnam,2159,7/20/1990 0:00,Жүжигчин
Norah Jones,2160,2/24/1949 0:00,Жүжигчин
David Lynch,2161,7/7/1958 0:00,Найруулагч
Naomi Watts,2162,9/17/1958 0:00,Жүжигчин
Laura Harring,2163,7/21/1958 0:00,Жүжигчин
Justin Theroux,2164,7/13/1984 0:00,Жүжигчин
Nick Murphy,2165,5/8/2000 0:00,Найруулагч
Dominic West,2166,1/31/2000 0:00,Жүжигчин
Imelda Staunton,2167,12/10/1988 0:00,Жүжигчин
Cedric Klapisch,2168,5/14/1953 0:00,Найруулагч
Joffrey Platel,2169,5/26/2003 0:00,Жүжигчин
Jean-Pierre Jeunet,2170,10/11/1975 0:00,Найруулагч
Marie-Laure Dougnac,2171,1/13/1976 0:00,Жүжигчин
Dominique Pinon,2172,4/17/1986 0:00,Жүжигчин
Pascal Benezech,2173,10/5/1990 0:00,Жүжигчин
Sid Bennett,2174,11/23/2002 0:00,Найруулагч
Richard Dillane,2175,6/9/1978 0:00,Жүжигчин
Peter Brooke,2176,4/6/1980 0:00,Жүжигчин
Matt Kane,2177,3/16/1989 0:00,Жүжигчин
Atom Egoyan,2178,11/1/1956 0:00,Найруулагч
Julianne Moore,2179,4/23/1960 0:00,Жүжигчин
Jeremy Degruson,2180,4/13/1981 0:00,Найруулагч
George Babbit,2181,3/25/1944 0:00,Жүжигчин
Murray Blue,2182,2/25/1961 0:00,Жүжигчин
Oscar Isaac,2183,5/22/1987 0:00,Жүжигчин
Carey Mulligan,2184,6/4/2004 0:00,Жүжигчин
Eric-Emmanuel Schmitt,2185,4/15/1974 0:00,Найруулагч
Michèle Laroque,2186,5/18/1966 0:00,Жүжигчин
Amir Ben Abdelmoumen,2187,1/24/1969 0:00,Жүжигчин
Stéphane Rybojad,2188,12/8/1975 0:00,Найруулагч
Diane Kruger,2189,7/13/1941 0:00,Жүжигчин
Djimon Hounsou,2190,8/4/1975 0:00,Жүжигчин
Benoît Magimel,2191,5/28/1966 0:00,Жүжигчин
Nicolas Boukhrief,2192,4/3/1986 0:00,Найруулагч
Albert Dupontel,2193,10/4/1997 0:00,Найруулагч
Jean Dujardin,2194,7/10/2003 0:00,Жүжигчин
François Berléand,2195,4/10/1980 0:00,Жүжигчин
Karin Viard,2196,12/6/1963 0:00,Жүжигчин
Gilles Lellouche,2197,4/20/1969 0:00,Жүжигчин
Audrey Lamy,2198,8/24/1951 0:00,Жүжигчин
Sérgio Machado,2199,10/9/2001 0:00,Найруулагч
Mariana Ximenes,2200,12/4/1995 0:00,Жүжигчин
Milton Gonçalves,2201,5/13/1996 0:00,Жүжигчин
Marieta Severo,2202,8/28/1961 0:00,Жүжигчин
Jim Broadbent,2203,4/7/1961 0:00,Жүжигчин
Heather Craney,2204,7/15/1996 0:00,Жүжигчин
Sylvain Estibal,2205,12/10/1975 0:00,Найруулагч
Sasson Gabai,2206,7/5/1986 0:00,Жүжигчин
Baya Belal,2207,4/30/1972 0:00,Жүжигчин
Myriam Tekaïa,2208,3/22/1969 0:00,Жүжигчин
André Dussollier,2209,9/22/1981 0:00,Жүжигчин
Sandrine Bonnaire,2210,8/28/1993 0:00,Жүжигчин
Michel Duchaussoy,2211,1/19/1962 0:00,Жүжигчин
Eric Valette,2212,5/28/1993 0:00,Найруулагч
Alice Taglioni,2213,2/13/1956 0:00,Жүжигчин
Stéphane Debac,2214,8/2/1966 0:00,Жүжигчин
Laetitia Colombani,2215,3/27/2000 0:00,Найруулагч
Catherine Deneuve,2216,12/30/2002 0:00,Жүжигчин
Jaume Collet-Serra,2217,12/22/2000 0:00,Найруулагч
Scoot McNairy,2218,11/9/1960 0:00,Жүжигчин
Tomas Alfredson,2219,8/29/1995 0:00,Найруулагч
James Griffiths,2220,10/13/2001 0:00,Найруулагч
Rashida Jones,2221,7/24/2004 0:00,Жүжигчин
Chris O'Dowd,2222,5/18/1941 0:00,Жүжигчин
Nassim Amaouche,2223,3/3/1989 0:00,Найруулагч
Jean-Pierre Bacri,2224,10/14/2005 0:00,Жүжигчин
Dominique Reymond,2225,6/20/1990 0:00,Жүжигчин
Yasmine Belmadi,2226,5/23/1955 0:00,Жүжигчин
Sylvie Testud,2227,5/1/1990 0:00,Жүжигчин
Kaori Tsuji,2228,12/12/1946 0:00,Жүжигчин
Tarô Suwa,2229,9/21/1971 0:00,Жүжигчин
Marie Denarnaud,2230,5/1/1981 0:00,Жүжигчин
Denis Ménochet,2231,2/15/1970 0:00,Жүжигчин
Clémentine Célarié,2232,3/10/1986 0:00,Жүжигчин
Alain Resnais,2233,11/9/1955 0:00,Найруулагч
Pierre Arditi,2234,1/5/1980 0:00,Жүжигчин
Sabine Azéma,2235,7/23/1982 0:00,Жүжигчин
Agnès Jaoui,2236,10/30/1981 0:00,Найруулагч
Marilou Berry,2237,2/4/1959 0:00,Жүжигчин
Янживын Оюунцэцэг,2238,2/26/1960 0:00,Жүжигчин
Лхагвабаярын Жижжалам,2239,1/5/1957 0:00,Жүжигчин
Бямбацогтын Чинбат,2240,6/24/1970 0:00,Жүжигчин
Rian Johnson,2241,9/3/1978 0:00,Найруулагч
Anne Fassio,2242,12/5/1963 0:00,Найруулагч
Christopher Lambert,2243,1/22/1967 0:00,Жүжигчин
Claude Brasseur,2244,11/26/1958 0:00,Жүжигчин
Fleur Lise,2245,6/11/1954 0:00,Жүжигчин
Clément Michel,2246,5/23/1983 0:00,Найруулагч
Raphaël Personnaz,2247,11/10/1993 0:00,Жүжигчин
Charlotte Le Bon,2248,3/10/1959 0:00,Жүжигчин
Jérôme Commandeur,2249,10/18/1996 0:00,Жүжигчин
Alexandre Charlot,2250,9/7/1977 0:00,Найруулагч
Franck Magnier,2251,1/25/1951 0:00,Найруулагч
Franck Dubosc,2252,2/27/1964 0:00,Жүжигчин
Marina Foïs,2253,6/29/1940 0:00,Жүжигчин
Charles Crombez,2254,8/2/1942 0:00,Жүжигчин
Frédéric Berthe,2255,3/9/1962 0:00,Найруулагч
Pascal Serieis,2256,12/29/1969 0:00,Найруулагч
Florence Foresti,2257,8/20/1992 0:00,Жүжигчин
Nikki Deloach,2258,11/11/1948 0:00,Жүжигчин
Bouli Lanners,2259,5/21/1995 0:00,Жүжигчин
Melanie Griffith,2260,6/24/1955 0:00,Жүжигчин
Isabelle Fuhrman,2261,2/16/1949 0:00,Жүжигчин
Yuri Lowenthal,2262,3/12/1986 0:00,Жүжигчин
Dominique Monfery,2263,2/8/1991 0:00,Найруулагч
Louise Cheka,2264,12/4/1979 0:00,Жүжигчин
Kevin Sommier,2265,8/21/1947 0:00,Жүжигчин
Ariane Aggiage,2266,8/12/1947 0:00,Жүжигчин
Rodolphe Lauga,2267,9/29/1965 0:00,Найруулагч
Manu Payet,2268,9/27/1969 0:00,Найруулагч
Anaïs Demoustier,2269,11/28/2005 0:00,Жүжигчин
Emmanuelle Chriqui,2270,11/28/1958 0:00,Жүжигчин
Béla Tarr,2271,9/16/1952 0:00,Найруулагч
Mihály Vig,2272,6/6/2002 0:00,Жүжигчин
Putyi Horváth,2273,2/28/1950 0:00,Жүжигчин
László feLugossy,2274,9/28/1941 0:00,Жүжигчин
Costa-Gavras,2275,11/27/1967 0:00,Найруулагч
Geordy Monfils,2276,6/21/1966 0:00,Жүжигчин
Danièle Thompson,2277,11/24/1980 0:00,Найруулагч
Philippe Godeau,2278,12/6/1997 0:00,Найруулагч
Michel Vuillermoz,2279,7/28/2001 0:00,Жүжигчин
Declan Lowney,2280,2/12/1959 0:00,Найруулагч
Colm Meaney,2281,9/25/2004 0:00,Жүжигчин
Tim Key,2282,10/3/1981 0:00,Жүжигчин
Caroline Bottaro,2283,8/5/1944 0:00,Найруулагч
Kevin Kline,2284,12/9/2001 0:00,Жүжигчин
Francis Renaud,2285,2/8/1949 0:00,Жүжигчин
Thibault Verhaeghe,2286,11/6/1978 0:00,Жүжигчин
Jean-Pierre Darroussin,2287,3/10/1992 0:00,Жүжигчин
Robin Davis,2288,6/18/1956 0:00,Найруулагч
Patrick Laurent,2289,11/11/1957 0:00,Жүжигчин
Michel Ocelot,2290,6/6/1971 0:00,Найруулагч
Julien Beramis,2291,5/27/1998 0:00,Жүжигчин
Marine Griset,2292,10/4/1954 0:00,Жүжигчин
Michel Elias,2293,10/15/1983 0:00,Жүжигчин
Jacques-Rémy Girerd,2294,11/14/1969 0:00,Найруулагч
Michel Piccoli,2295,5/20/1947 0:00,Жүжигчин
Anouk Grinberg,2296,12/2/1986 0:00,Жүжигчин
Annie Girardot,2297,12/12/1994 0:00,Жүжигчин
Marc Webb,2298,12/28/1977 0:00,Найруулагч
Denis Podalydès,2299,8/22/1951 0:00,Жүжигчин
Charlotte Kady,2300,4/12/1950 0:00,Жүжигчин
Emir Kusturica,2301,12/14/1967 0:00,Найруулагч
Slavko Stimac,2302,6/4/1973 0:00,Жүжигчин
Natasa Tapuskovic,2303,6/11/1976 0:00,Жүжигчин
Vesna Trivalic,2304,1/30/1956 0:00,Жүжигчин
Gérard Lauzier,2305,1/18/1973 0:00,Найруулагч
Souad Amidou,2306,6/23/1959 0:00,Жүжигчин
Tony Loeser,2307,4/15/1985 0:00,Найруулагч
Jesper Møller,2308,7/26/1992 0:00,Найруулагч
Christoph Maria Herbst,2309,1/31/1940 0:00,Жүжигчин
Joachim Król,2310,6/23/2005 0:00,Жүжигчин
Youssef Chahine,2311,7/26/1941 0:00,Найруулагч
Amos Gitai,2312,12/18/2005 0:00,Найруулагч
Shôhei Imamura,2313,2/4/1942 0:00,Найруулагч
Claude Lelouch,2314,2/1/1974 0:00,Найруулагч
Ken Loach,2315,12/29/1946 0:00,Найруулагч
Samira Makhmalbaf,2316,4/13/1946 0:00,Найруулагч
Mira Nair,2317,2/7/1985 0:00,Найруулагч
Idrissa Ouedraogo,2318,1/15/1988 0:00,Найруулагч
Sean Penn,2319,10/21/1947 0:00,Найруулагч
Maryam Karimi,2320,6/17/2004 0:00,Жүжигчин
Mohamad Dolati,2321,2/24/1961 0:00,Жүжигчин
Agelem Habibi,2322,1/3/1961 0:00,Жүжигчин
Yang Li,2323,8/8/1959 0:00,Найруулагч
Lu Huang,2324,6/10/1970 0:00,Жүжигчин
Youan Yang,2325,9/27/1951 0:00,Жүжигчин
Yuling Zhang,2326,1/14/1968 0:00,Жүжигчин
Julio Medem,2327,11/10/1953 0:00,Найруулагч
Najwa Nimri,2328,5/24/1943 0:00,Жүжигчин
Fele Martínez,2329,5/3/1964 0:00,Жүжигчин
Nancho Novo,2330,5/15/1984 0:00,Жүжигчин
J K Rowling,2331,5/13/1990 0:00,Зохиолч
Б Сүхболд,2332,4/27/1963 0:00,Жүжигчин
Цэвэлийн Дашнамжил,2333,5/14/1961 0:00,Жүжигчин
Б Баян-Ерөөл,2334,8/12/1963 0:00,Найруулагч
Yann Moix,2335,12/22/1991 0:00,Найруулагч
Jean-Paul Rouve,2336,12/16/1984 0:00,Жүжигчин
Julie Depardieu,2337,12/2/1994 0:00,Жүжигчин
Philippe Torreton,2338,10/21/1999 0:00,Жүжигчин
Grégori Derangère,2339,3/15/1994 0:00,Жүжигчин
Terry Loane,2340,10/22/2001 0:00,Найруулагч
John Joe McNeill,2341,7/2/1967 0:00,Жүжигчин
Niall Wright,2342,1/18/1966 0:00,Жүжигчин
Julie Walters,2343,3/22/1961 0:00,Жүжигчин
Vincent De Brus,2344,7/11/1955 0:00,Найруулагч
Christian Clavier,2345,6/3/1989 0:00,Жүжигчин
Jennifer Saunders,2346,2/26/1987 0:00,Жүжигчин
Gabriel Le Bomin,2347,11/22/1992 0:00,Найруулагч
Laura Smet,2348,6/3/1972 0:00,Жүжигчин
Charles Berling,2349,8/25/1954 0:00,Жүжигчин
Benjamin Lehrer,2350,12/10/1998 0:00,Найруулагч
Anne Bouvier,2351,8/25/1957 0:00,Жүжигчин
Guillaume Gallienne,2352,7/1/1949 0:00,Жүжигчин
Denys Arcand,2353,8/11/1977 0:00,Найруулагч
Marc Labrèche,2354,1/7/1998 0:00,Жүжигчин
Sylvie Léonard,2355,6/9/2000 0:00,Жүжигчин
Anthony Silverston,2356,5/5/1946 0:00,Найруулагч
Steve Buscemi,2357,7/5/1961 0:00,Жүжигчин
Loretta Devine,2358,2/18/1950 0:00,Жүжигчин
Wayne Thornley,2359,4/26/1960 0:00,Найруулагч
Leonard Nimoy,2360,3/27/1975 0:00,Жүжигчин
Jeremy Suarez,2361,7/8/1958 0:00,Жүжигчин
Abigail Breslin,2362,6/15/1944 0:00,Жүжигчин
Hailee Steinfeld,2363,8/30/1973 0:00,Жүжигчин
Connie Nielsen,2364,6/27/1943 0:00,Жүжигчин
Camille Delamarre,2365,12/17/1954 0:00,Найруулагч
Paul Walker,2366,1/13/1940 0:00,Жүжигчин
David Belle,2367,9/24/1945 0:00,Жүжигчин
RZA,2368,10/18/1968 0:00,Жүжигчин
Trish Sie,2369,2/24/1996 0:00,Найруулагч
Ryan Guzman,2370,2/15/1991 0:00,Жүжигчин
Briana Evigan,2371,7/10/1946 0:00,Жүжигчин
Adam G Sevani,2372,4/19/1942 0:00,Жүжигчин
Law Wing-cheung,2373,4/25/1962 0:00,Найруулагч
Wang Baoqiang,2374,1/18/1983 0:00,Жүжигчин
Huang Shengyi,2375,4/14/1989 0:00,Жүжигчин
Ivan Reitman,2376,4/30/1994 0:00,Найруулагч
Chadwick Boseman,2377,8/2/1962 0:00,Жүжигчин
Michael Hoffman,2378,2/1/1951 0:00,Найруулагч
Michelle Monaghan,2379,9/27/1941 0:00,Жүжигчин
Luke Bracey,2380,9/10/1949 0:00,Жүжигчин
Christopher Folino,2381,4/19/1944 0:00,Найруулагч
Chase Williamson,2382,10/24/1996 0:00,Жүжигчин
Ashley Bell,2383,9/18/1957 0:00,Жүжигчин
